district,date,rainfall_mm,temperature_c,humidity_pct,sanitation_score,population_density,previous_cases,outbreak_label,district_encoded,week_of_year,rainfall_rolling,rainfall_anomaly
Kumasi,2023-12-17,7.983250668763663,20.36323432904713,34.70439922305697,0.9365215735076016,663.0849216473079,28,0,2,50,6.062878819786418,1.9203718489772452
Kumasi,2023-12-18,5.37133284692438,26.19184491367393,57.033925409302014,0.5844292316851976,622.6803991500932,24,0,2,51,6.3630953552237965,-0.9917625082994164
Accra,2023-12-19,9.505028592708031,29.87598814891215,62.41321934916781,0.5268173957604154,767.5157160926408,19,0,0,51,8.351042321399465,1.1539862713085665
Cape Coast,2023-12-20,10.09810319110265,27.505470849699226,48.48985916380493,0.8587324953059561,707.7077538058337,24,0,1,51,8.23942882487468,1.8586743662279694
Kumasi,2023-12-21,6.161226604546554,25.94790808299372,63.8632331781156,0.7377378576163669,285.29378936048903,17,0,2,51,7.783922808820402,-1.622696204273848
Tamale,2023-12-22,9.07043425310466,30.005230462835705,57.95528779013878,0.924549009979338,417.2329422490161,20,0,4,51,8.708698160365472,0.3617360927391875
Cape Coast,2023-12-23,5.977898321859919,11.483838535003814,77.5547569831549,0.6916985705291294,213.4991275107625,17,0,1,51,7.826915592653445,-1.8490172707935262
Takoradi,2023-12-24,5.6993714586443245,28.38937659765454,75.73019725214857,0.5841392942538564,216.8713120760929,23,0,3,51,6.727232659538863,-1.027861200894539
Accra,2023-12-25,4.819682095110941,21.72962158436288,55.34194430881837,0.9182210962349348,708.5761717208853,22,0,0,52,6.391846532179959,-1.5721644370690182
Takoradi,2023-12-26,6.9861019581303205,15.846835515717716,58.49162288433305,0.7744548158200358,872.7400962842484,23,0,3,52,5.870763458436375,1.1153384996939453
Cape Coast,2023-12-27,0.8634708773063949,27.556012997624904,59.26052434391608,0.5945978961951774,966.4593254750253,26,0,1,52,4.592156597297994,-3.7286857199915993
Cape Coast,2023-12-28,10.637731590260769,31.86829272581479,55.483405238403776,0.8601919992932229,665.5124057945,17,0,1,52,5.826746630202105,4.810984960058664
Cape Coast,2023-12-29,10.272516610714677,24.31275742686154,61.95024984028127,0.7555568192447503,265.69119102486127,20,0,1,52,7.189955259103039,3.0825613516116377
Takoradi,2023-12-30,0.1484175577151101,29.764372736014693,52.4171793111241,0.80215649112016,195.08531090403764,18,0,3,52,5.4805341589992365,-5.332116601284127
Cape Coast,2023-12-31,8.738236881376569,33.06139128994323,48.693846650624735,0.7304491691032909,831.565874383082,13,0,1,52,7.449225660016779,1.2890112213597895
Takoradi,2024-01-01,0.6898195370187782,31.57457226792024,66.22711223900268,0.9143544919090032,620.8808287239993,16,0,3,1,4.962247646706282,-4.272428109687504
Cape Coast,2024-01-02,2.040734912546543,33.199822646856965,66.29529584221811,0.9147813578415248,656.4565189123479,16,0,1,1,2.9043022221642487,-0.8635673096177059
Tamale,2024-01-03,6.803294015803708,28.71063745535946,51.95684240340008,0.8546944109121931,803.3158798792383,21,0,4,1,4.568021336686398,2.23527267911731
Cape Coast,2024-01-04,0.8762921736478159,25.377168194507963,68.95355430762599,0.5527006886982311,732.9495049592065,20,0,1,1,2.60253515975421,-1.726242986106394
Takoradi,2024-01-05,8.517837110792861,16.990170940514158,53.68422270834669,0.9194269309520344,851.012427570487,21,0,3,1,4.55953955319773,3.958297557595131
Kumasi,2024-01-06,8.92295148506112,23.769687559350256,62.53165238037981,0.8355064902664548,150.59251491389062,20,0,2,1,6.280093696326375,2.6428577887347444
Cape Coast,2024-01-07,3.540976526547985,20.78376702341904,68.20344012612456,0.8485120830021498,772.7685730718543,25,0,1,1,5.464514324012444,-1.923537797464459
Kumasi,2024-01-08,0.0320317430870758,35.85471358748907,59.66387435296287,0.6814914202019358,865.7674815898858,14,0,2,2,5.2534492163722595,-5.221417473285183
Tamale,2024-01-09,1.6916367135592756,24.12057093783832,64.54740912141135,0.9396397780785032,357.5215382124829,28,0,4,2,3.5468991170638624,-1.8552624035045868
Accra,2024-01-10,4.797647471818692,25.61602403392243,54.83570356112429,0.8626858001174287,676.4025465939276,18,0,0,2,2.5155731137532555,2.2820743580654366
Tamale,2024-01-11,19.86581733987204,27.75742688020234,58.03533416571903,0.5562952332645972,382.7458574532749,20,0,4,2,6.59678331708427,13.269034022787771
Cape Coast,2024-01-12,4.995828745445317,25.218012231862268,57.94140569119659,0.7038890172030814,962.1739598342086,28,0,1,2,7.837732567673829,-2.8419038222285113
Kumasi,2024-01-13,1.5041984850505852,33.47525520215376,52.53421653459761,0.9431901809800708,130.0812151919534,16,0,2,2,7.790873010546657,-6.286674525496072
Kumasi,2024-01-14,5.025687639707752,21.88675319132774,58.23225836884218,0.5235983508486894,621.8135594496596,18,0,2,2,7.847883052518922,-2.82219541281117
Takoradi,2024-01-15,3.882485033888357,25.97303727618621,44.51381701136253,0.9807083098210247,249.8531923445636,19,0,3,3,3.852049976023001,0.03043505786535583
Kumasi,2024-01-16,7.567126150647327,21.28764707150976,55.08846252857895,0.8395812841597814,740.9981846594428,17,0,2,3,4.494874327323504,3.072251823323823
Takoradi,2024-01-17,0.5657350864791453,18.39988744389647,57.15124506630329,0.8156879888216884,258.3012550767959,14,0,3,3,4.260258477680644,-3.6945233912014985
Accra,2024-01-18,7.157042403682414,21.941154545473573,57.4382024750462,0.6352796282439956,311.8449357085218,21,0,0,3,4.793097168674309,2.3639452350081056
Cape Coast,2024-01-19,3.896430095349448,24.81481601475794,57.58502554129221,0.6243958943695885,544.9337299411823,29,0,1,3,4.796583434039581,-0.9001533386901333
Takoradi,2024-01-20,16.48310638883833,22.8534888774137,59.38235800139872,0.9710291097442978,923.3514549971904,14,0,3,3,7.025578493587332,9.457527895250998
Accra,2024-01-21,2.091780449945556,21.53789510063072,64.79441518086064,0.6491362271170613,290.5429349331738,26,0,0,3,7.407089834453934,-5.315309384508378
Kumasi,2024-01-22,5.006818486725115,17.96841268164083,68.74517074132523,0.8877526483594997,229.8160190062932,30,0,2,4,6.869533855214611,-1.8627153684894955
Kumasi,2024-01-23,13.443304877842756,24.58447213685653,53.50234773151733,0.6965608991035396,783.0791486686276,10,0,2,4,9.256252550837937,4.187052327004819
Accra,2024-01-24,0.5407649883263731,17.476398129844988,47.96799144610856,0.569627035392352,550.5575791005379,18,0,0,4,5.270667200709948,-4.729902212383575
Kumasi,2024-01-25,13.841269634193845,28.80027981844801,49.57955587756897,0.5053576488476794,920.6066011435944,21,0,2,4,8.20803949677202,5.633230137421824
Accra,2024-01-26,5.821929417789845,25.41219876467252,55.12797078805073,0.7721286685076254,231.9531014438581,22,0,0,4,8.411817229538201,-2.5898878117483557
Takoradi,2024-01-27,0.3512382514555415,17.71224250267535,56.48078682183491,0.9878894092744664,681.3351037207354,14,0,3,4,5.138800572941398,-4.787562321485857
Takoradi,2024-01-28,1.790262082141199,23.45395461475068,52.30003933802543,0.6845680969046022,309.5912315366336,17,0,3,4,5.451174846395104,-3.660912764253905
Accra,2024-01-29,6.157954975606562,21.239217972047083,47.038833357501055,0.6785961669965224,241.08438578647537,22,0,0,5,3.530346181748284,2.6276087938582777
Takoradi,2024-01-30,0.3486296369738065,26.5958725520959,55.43879172525812,0.672045808924721,715.0864736415434,15,0,3,5,2.1620212365442746,-1.8133915995704681
Takoradi,2024-01-31,4.363408645474819,31.70225223011572,61.81426620113972,0.7602719186524292,634.3161579178599,17,0,3,5,3.165063835049094,1.1983448104257253
Takoradi,2024-02-01,2.122345657556806,15.624137651771278,65.95029465835565,0.7203324417121468,779.3447125260981,17,0,3,5,3.2480847289029957,-1.1257390713461897
Tamale,2024-02-02,4.849980952374174,25.575130395737087,54.42576946891679,0.9399573133635072,378.5163188015641,10,0,4,5,2.9210912230948987,1.928889729279275
Cape Coast,2024-02-03,0.2341061963897742,24.1993360221668,55.87002177856566,0.7527603958617451,503.1744907439709,23,0,1,5,2.8924603629488908,-2.6583541665591164
Kumasi,2024-02-04,10.260564224384565,28.356700382252328,50.73301691152689,0.7538789190942844,464.9245086973766,16,0,2,5,4.366749257676327,5.893814966708238
Tamale,2024-02-05,18.150971875721705,26.065983141188447,59.68560829625224,0.5691857973602783,985.6805175698628,22,0,4,6,8.37390581221755,9.777066063504154
Takoradi,2024-02-06,17.349178322458755,21.240153341305906,51.515713658091855,0.9913697704551928,363.0240610654491,24,0,3,6,11.498705154738698,5.850473167720057
Accra,2024-02-07,6.9245132848061495,23.40473032166691,65.731278132412,0.6249864454344148,365.3355145120902,15,0,0,6,13.17130692684279,-6.246793642036641
Takoradi,2024-02-08,0.6968059941690288,21.01987071598256,42.14133508065889,0.5366820337298013,419.09338794574666,20,0,3,6,10.780367369288907,-10.083561375119878
Cape Coast,2024-02-09,7.0995286558018,30.38003569299299,56.40370327547538,0.8315731244876043,608.1346731612894,22,0,1,6,8.017506564308931,-0.9179779085071313
Takoradi,2024-02-10,0.1244711114125565,25.10655824335971,63.01107339191742,0.7976831850784363,327.09046983737073,19,0,3,6,3.7113297615473813,-3.586858650134825
Accra,2024-02-11,0.1118597386723693,34.50595342876504,61.83834516322504,0.7075728269963728,923.7609463413464,17,0,0,6,2.008166375013936,-1.8963066363415668
Cape Coast,2024-02-12,1.9549288510861509,24.696695930926897,86.93033663980496,0.711096116940339,339.1170083796371,24,0,1,7,2.3226970892432166,-0.3677682381570657
Takoradi,2024-02-13,3.353438374608401,21.457966165447687,63.49800024567907,0.8925319605232156,906.2341584041752,21,0,3,7,1.3861745189448667,1.9672638556635342
Cape Coast,2024-02-14,7.357244612919284,17.431428036935863,49.959454031579895,0.5978563200498246,193.1275572819262,14,0,1,7,3.1943678943215486,4.162876718597735
Kumasi,2024-02-15,5.748928634454095,15.984301618720275,59.04535752910927,0.9101266594724448,690.906432159687,16,0,2,7,4.60363511826698,1.145293516187115
Kumasi,2024-02-16,2.9520749369785424,17.079320284972553,42.23753666533548,0.824373556947509,916.2869665944194,21,0,2,7,4.852921639740077,-1.9008467027615348
Takoradi,2024-02-17,1.598455812792035,26.335633255057417,59.1940025070324,0.7094848868897622,251.87449455840655,23,0,3,7,4.414175999285987,-2.8157201864939516
Cape Coast,2024-02-18,29.257643808284897,27.54362511614967,51.669439429992416,0.7290143082919343,971.4942640893296,13,0,1,7,9.88927579812739,19.368368010157507
Accra,2024-02-19,2.777208950550171,17.094046489839332,69.15390275560162,0.628323603593048,507.5950243739605,15,0,0,8,9.146345877151408,-6.369136926601237
Takoradi,2024-02-20,3.001810242122714,29.475191570380577,54.504597254044654,0.8760571663484874,951.143597596922,18,0,3,8,9.158779703437451,-6.156969461314738
Kumasi,2024-02-21,0.8933839622727785,22.5846947415828,58.832340842047536,0.7564373711526339,709.1380392670422,14,0,2,8,8.982511740807638,-8.08912777853486
Kumasi,2024-02-22,7.919083503186542,25.733965059927748,53.64442158595597,0.6604272713749217,371.4281828861964,17,0,2,8,3.6478716645330485,4.271211838653493
Takoradi,2024-02-23,5.9156611901828695,33.06110314127712,77.38851351853332,0.7980250578804751,269.4722724253958,25,0,3,8,4.432484724441223,1.4831764657416464
Cape Coast,2024-02-24,1.24724264726588,29.48419657932766,56.78757233882088,0.9978672260256616,373.3615416025895,24,0,1,8,3.9938428257270147,-2.7466001784611347
Kumasi,2024-02-25,0.4298652845118935,23.65734676047084,78.32557043479201,0.7176311398282769,183.71566833640748,17,0,2,8,3.877963156286793,-3.4480978717748996
Cape Coast,2024-02-26,5.704979103686202,20.544038872923565,68.14151762118266,0.9603457003893098,229.4811697089968,19,0,1,9,3.3244370564117087,2.380542047274493
Kumasi,2024-02-27,5.313975472115715,14.240922993353475,64.82066727335386,0.672508419962283,194.19439631183303,16,0,2,9,3.17401562689492,2.139959845220795
Kumasi,2024-02-28,1.5959292433686985,21.4042334037879,63.6873314731752,0.5273663534624929,480.649189367402,20,0,2,9,3.2611872759206246,-1.6652580325519262
Tamale,2024-02-29,15.065772031925546,23.944348805861527,63.93797298216251,0.6021210531842145,816.0205386318278,12,0,4,9,6.920163962774037,8.145608069151509
Kumasi,2024-03-01,0.8188214159732543,20.06410236424408,40.7232742065439,0.7093475716638421,227.24519879470617,16,0,2,9,5.698624540845801,-4.879803124872547
Accra,2024-03-02,2.831117362517058,24.34371516453848,57.21116605849244,0.6098174642972845,217.2883898551023,15,0,0,9,5.077910013446136,-2.246792650929078
Takoradi,2024-03-03,14.377842163998274,25.38425941479384,68.45157971184321,0.5001135191091277,679.0860545655977,16,0,3,9,8.27338824360353,6.104453920394743
Takoradi,2024-03-04,2.7212857134677506,23.875720090959607,59.51102816525894,0.9575007688737636,277.4646837712596,29,0,3,10,5.187266663989082,-2.465980950521331
Cape Coast,2024-03-05,5.087825088650514,21.7499870958827,45.94810153196425,0.9219397056154646,187.84903429809245,18,0,1,10,6.254517582158396,-1.166692493507882
Kumasi,2024-03-06,2.534121515045698,25.84327335983364,59.4759554942253,0.8711461157434736,250.16372038501987,10,0,2,10,6.180268620290556,-3.6461471052448577
Accra,2024-03-07,1.6025086503344064,27.209703247847045,77.04105516255491,0.5839072978230143,931.3582562890984,22,0,0,10,2.986435241874589,-1.3839265915401826
Cape Coast,2024-03-08,20.66885264565887,19.548004612785768,72.4689171553472,0.5601817881049931,839.3241274985718,29,0,1,10,7.473326974922369,13.195525670736501
Tamale,2024-03-09,2.632522879227116,32.054661898731354,59.379959906339685,0.5338023747361915,418.6581061195847,23,0,4,10,6.8595014225665185,-4.226978543339403
Cape Coast,2024-03-10,11.22626253424066,24.50705933857869,69.51449277058086,0.8620145943864606,690.2386905946536,20,0,1,10,9.03253667736526,2.1937258568754014
Cape Coast,2024-03-11,1.3065290624194523,25.09424811472424,56.33492979631948,0.9644039803439426,583.5481063012343,19,0,1,11,8.958541780386522,-7.65201271796707
Kumasi,2024-03-12,1.1983004068942895,28.541072116282784,42.96128413173281,0.7152679104565185,709.4118371343076,18,0,2,11,4.090903720695376,-2.8926033138010867
Tamale,2024-03-13,0.158145245477775,26.166080656317508,50.75534011870445,0.5595703359980241,714.4040372164834,20,0,4,11,3.472309312258041,-3.3141640667802656
Cape Coast,2024-03-14,5.272979294379948,29.765683169566223,75.62888768508198,0.7561964103660532,665.8606135539936,15,0,1,11,1.9839885022928627,3.288990792087086
Accra,2024-03-15,2.298495270861007,26.43562082600912,57.26006918170696,0.6744159537293151,339.4912316835777,23,0,0,11,2.2319800544032513,0.0665152164577556
Accra,2024-03-16,9.988690294133969,21.93781312679781,57.56616020624982,0.6874124621749989,135.10577868653633,20,0,0,11,4.429577526213171,5.559112767920798
Takoradi,2024-03-17,3.2047655735140683,26.80751762603051,57.00161803725119,0.8106653120778536,510.010103791098,20,0,3,11,5.191232608222244,-1.986467034708176
Tamale,2024-03-18,17.240411706004004,19.28136896339669,79.04136589573007,0.8593590566311011,901.8764962216336,20,0,4,12,8.183090711128258,9.057320994875745
Tamale,2024-03-19,1.026060891304192,25.542798528882617,76.25958915362062,0.5553017994365804,612.5475326667183,22,0,4,12,7.864982116239054,-6.838921224934863
Takoradi,2024-03-20,10.148427523649552,24.83385004677769,82.18780233448135,0.5177951154032382,849.1519375317172,13,0,3,12,7.90491642361795,2.2435111000316024
Cape Coast,2024-03-21,7.493886523371488,23.959415713637306,58.40954789599949,0.9971651513428574,992.4619086651052,14,0,1,12,8.977196661082306,-1.4833101377108182
Tamale,2024-03-22,7.368460219450181,24.357312442805345,62.95624488747095,0.6163641744577759,247.25458372444865,20,0,4,12,6.50920878944385,0.8592514300063314
Accra,2024-03-23,9.314663054072945,15.590754772511804,44.833574505792086,0.5269152624542295,722.5998752277841,21,0,0,12,8.581359330136038,0.7333037239369062
Accra,2024-03-24,7.156960563018635,22.256375461295196,74.76934426118274,0.59493766454796,706.8642163300221,19,0,0,12,7.833492589978309,-0.6765320269596744
Kumasi,2024-03-25,4.920443752117819,25.464224505705573,48.32220448732065,0.519478923174232,981.9599026224506,23,0,2,13,7.190131897164892,-2.2696881450470725
Tamale,2024-03-26,0.7034699296379123,25.799281959987,62.16775563762629,0.6959054473085858,987.0406605575204,17,0,4,13,5.523884324711824,-4.820414395073912
Cape Coast,2024-03-27,0.1653345667499285,19.86162429537021,49.02697472367156,0.901200892225662,718.0107505517166,22,0,1,13,3.2365522028810703,-3.071217636131142
Takoradi,2024-03-28,12.68191650907132,31.328539204323505,54.11133173261304,0.6706222248788603,319.2533127839748,25,0,3,13,4.617791189394241,8.064125319677078
Takoradi,2024-03-29,4.794038447153901,20.669125758927496,51.627375689503,0.7220917034391833,818.7002543175391,17,0,3,13,4.586189863153262,0.2078485840006392
Cape Coast,2024-03-30,7.961362694658197,29.847286002633684,53.92124739324182,0.8377933867837194,196.3262207899343,22,0,1,13,6.400663054408334,1.5606996402498634
Kumasi,2024-03-31,3.284291801348973,27.135971809358423,54.608772968510216,0.7544470350349401,802.6293737544659,21,0,2,13,7.180402363058094,-3.8961105617091207
Takoradi,2024-04-01,0.6238958208700401,21.768863450780984,54.517312050749226,0.930722843010662,919.1765117302268,18,0,3,14,4.165897191007775,-3.542001370137735
Tamale,2024-04-02,0.6687187455816921,33.87655446304756,68.33333911780306,0.9330178375228784,444.5500552915917,15,0,4,14,3.1345672656147223,-2.4658485200330302
Kumasi,2024-04-03,5.784894074723557,19.0318158412176,48.9513720693748,0.5049553477455768,667.5717654847724,19,0,2,14,2.5904501106310622,3.1944439640924944
Tamale,2024-04-04,2.8132785996209515,29.595770868050007,62.20541427013867,0.8890231532415995,487.12845888714367,16,0,4,14,2.472696810199057,0.3405817894218943
Accra,2024-04-05,1.1189983744581806,30.002911590214893,72.17959152305559,0.730366800120837,493.9885494893156,20,0,0,14,2.596472448596092,-1.4774740741379115
Kumasi,2024-04-06,3.382380067046655,21.646898954616777,54.86803635486604,0.9944202706518316,379.3338001973081,17,0,2,14,3.274887778962333,0.10749228808432187
Takoradi,2024-04-07,0.3318152539672983,31.962326500321645,52.82081109252398,0.7416160379377176,785.9166584052922,15,0,3,14,1.9116180737732682,-1.57980281980597
Kumasi,2024-04-08,4.361027161624753,23.749767427005235,57.69475374819749,0.9934479726941488,942.5589077498548,18,0,2,15,2.2985552142742183,2.0624719473505344
Kumasi,2024-04-09,1.5666639830622868,26.443468146399287,71.7972520836071,0.8772846806028682,946.675773311015,20,0,2,15,2.410471616425245,-0.843807633362958
Kumasi,2024-04-10,7.986536450159809,26.301609193856105,61.94107630953358,0.6243024423066532,257.3031563874405,13,0,2,15,3.5615107122035337,4.425025737956275
Kumasi,2024-04-11,1.8579419859009687,24.32845629264726,54.68785705392401,0.7691974896434788,887.2692846909094,22,0,2,15,3.9430423951869513,-2.0851004092859826
Tamale,2024-04-12,3.0368675459765626,29.05404136579891,64.8387665118804,0.9960678197392914,763.6882972844099,17,0,4,15,3.612002491274904,-0.5751349452983412
Accra,2024-04-13,0.0584429302546545,28.967443602761065,48.977078501635766,0.9287653038759618,327.5536606212603,15,0,0,15,3.2349472280729956,-3.176504297818341
Cape Coast,2024-04-14,0.3760261115334893,16.257340133809095,66.81359510442948,0.5486834468956105,160.55615162936311,16,0,1,15,1.3323196434164157,-0.9562935318829264
Kumasi,2024-04-15,2.4919624854285862,31.521701214390763,64.08607307701767,0.8531859984049981,341.1975401959402,17,0,2,16,1.49082476829832,1.0011377171302662
Takoradi,2024-04-16,3.2690442439000638,16.68754005982163,56.92191528861116,0.6727897929354065,920.9874131033732,22,0,3,16,1.5488689427791953,1.7201753011208685
Kumasi,2024-04-17,4.581710517459567,30.16273102170829,51.61414201552769,0.5034911309401741,669.860807406195,14,0,2,16,2.679685839580424,1.902024677879143
Takoradi,2024-04-18,1.7241735753722909,30.633525684137915,51.133190777165424,0.7017404845134998,748.9491948080847,18,0,3,16,3.0167227055401242,-1.2925491301678333
Tamale,2024-04-19,5.9369205719459295,19.54516784892401,65.3481733634591,0.6173772108624856,331.4371159981863,21,0,4,16,3.8779622271694603,2.058958344776469
Takoradi,2024-04-20,9.834937522015512,22.94592856022708,72.28980502489063,0.9094346352602358,747.4493400173383,22,0,3,16,5.519435546698322,4.31550197531719
Cape Coast,2024-04-21,7.567253193487854,19.47147665757032,53.62692252971205,0.6686653044228827,125.30935565013138,20,0,1,16,6.265821215705394,1.3014319777824603
Accra,2024-04-22,0.2021250819885157,23.925394848556323,64.58386703551484,0.9137618469769084,437.7892111957124,17,0,0,17,5.88530909235945,-5.683184010370934
Takoradi,2024-04-23,3.2745092075105413,23.45982857907129,39.12972981397931,0.5002989694173976,664.078013688098,21,0,3,17,5.219706251250603,-1.9451970437400616
Takoradi,2024-04-24,0.5542677540477307,28.898302661346698,54.153822693428005,0.6539095750130596,231.4869089871882,16,0,3,17,2.8995388092586576,-2.345271055210927
Accra,2024-04-25,1.385656413923591,31.55154373059804,59.68941067129098,0.6205826071538809,840.7032170022412,20,0,0,17,1.354139614367592,0.031516799555999064
Cape Coast,2024-04-26,21.585913276147167,31.97841905394978,50.90316583018166,0.6167836805343054,311.5281689307268,27,0,1,17,6.700086662907255,14.885826613239912
Kumasi,2024-04-27,0.7686445108652931,22.18915986710849,50.63493625210404,0.5340933098827314,687.0530015366016,18,0,2,17,6.073620488745943,-5.30497597788065
Takoradi,2024-04-28,3.4546297810450373,23.95389063127736,53.322204435311136,0.5935621352052509,464.6774283177968,25,0,3,17,6.79871099549527,-3.3440812144502328
Accra,2024-04-29,4.813712174806433,16.58280903889525,62.92192728326373,0.7777747849428099,636.4392359298824,21,0,0,18,7.6557249357159805,-2.8420127609095474
Tamale,2024-04-30,6.0611165742886906,20.97064966751905,58.12670981593625,0.6456805364188722,196.7054973660173,25,0,4,18,3.774525760251361,2.2865908140373294
Accra,2024-05-01,4.100912120190553,29.824258165487286,37.61768766675028,0.708697391164574,115.2215199294466,26,0,0,18,4.607592662582675,-0.5066805423921226
Tamale,2024-05-02,0.0490944769228161,33.07791411774116,38.79299847364933,0.6884334401735943,918.607984642271,19,0,4,18,3.7562088365521205,-3.7071143596293044
Cape Coast,2024-05-03,1.9760491799893007,18.82825564060039,53.93134822142824,0.9379524624999472,342.6670078904645,22,0,1,18,3.0467930878478375,-1.0707439078585368
Kumasi,2024-05-04,3.646065467863417,22.037678704235528,64.57686586053552,0.9526494995052576,837.7093025024132,26,0,2,18,2.443030311241519,1.203035156621898
Accra,2024-05-05,0.4598445855202536,24.867971215205365,32.52495157274765,0.7464784858279301,999.41527042498,18,0,0,18,1.5327634275739443,-1.0729188420536908
Takoradi,2024-05-06,2.158739455418413,26.400805794098037,55.002698238483696,0.6650779751578022,290.2881321990201,19,0,3,19,2.0601746721978436,0.09856478322056939
Cape Coast,2024-05-07,0.1688342285276202,20.95198240039177,54.73752143482579,0.5534003520011819,338.65366706502004,19,0,1,19,1.6083709343324233,-1.439536705804803
Accra,2024-05-08,0.4091884480404362,27.120305222320447,73.88337778208448,0.9767014396910476,696.5738088711992,19,0,0,19,0.7991516793766781,-0.3899632313362419
Takoradi,2024-05-09,2.528554267677974,22.63080326464542,56.149781882871366,0.5301134724501487,968.9037711405592,21,0,3,19,1.3163290999161084,1.2122251677618658
Accra,2024-05-10,0.7119425296233068,24.927738645608603,63.82988984740928,0.6488251387841402,924.2329133716696,13,0,0,19,0.9546298684673318,-0.24268733884402494
Tamale,2024-05-11,4.191337019590604,27.7314212400185,61.41257140087463,0.6490331005850021,552.5879680590265,18,0,4,19,1.9602555662330776,2.2310814533575263
Accra,2024-05-12,5.84729281579217,25.032111349054688,38.694335201928,0.6602006430701075,815.5992542740522,26,0,0,19,3.319781658171011,2.5275111576211593
Accra,2024-05-13,8.061878595553797,22.81807054736716,67.68207216631737,0.5821434216362047,222.17126778991096,16,0,0,20,4.703112740139966,3.3587658554138304
Accra,2024-05-14,1.116656871289236,24.45195098037085,62.15396505456288,0.8915807154618486,979.694365783611,21,0,0,20,4.8042913255564486,-3.6876344542672124
Cape Coast,2024-05-15,0.9165056756753848,24.558185203973323,65.0826863967459,0.5612489309829947,967.9179106323878,14,0,1,20,3.985583489577644,-3.069077813902259
Accra,2024-05-16,0.5522440864253784,23.14994485058936,99.26237706436326,0.8174533295765813,247.35606209125388,19,0,0,20,2.661821307235946,-2.1095772208105674
Takoradi,2024-05-17,5.058920573520652,23.706019686664487,39.15887060501412,0.5619230133529087,369.480812322796,21,0,3,20,1.9110818017276596,3.1478387717929923
Tamale,2024-05-18,6.1289746975579975,32.99323585252358,77.24696649761108,0.5352678187964783,190.13949775609024,21,0,4,20,3.16416125829485,2.9648134392631476
Tamale,2024-05-19,0.1604787336801605,27.804597239706197,57.12552480599644,0.9547147518429382,344.5458390083617,17,0,4,20,2.9751545227960436,-2.814675789115883
Accra,2024-05-20,13.760970272244544,23.5225984098542,62.873289044030095,0.5950643831593528,834.3602104736859,24,0,0,21,6.277336069250834,7.483634202993709
Cape Coast,2024-05-21,0.2668524283950401,28.48477202255368,59.54487754698758,0.910625077279852,440.4840464487335,18,0,1,21,5.0793190329694315,-4.812466604574391
Cape Coast,2024-05-22,3.89675444047811,23.33090255121995,55.757636666019565,0.772315435553568,179.55727043208253,21,0,1,21,4.5212639686994605,-0.6245095282213504
Takoradi,2024-05-23,6.173200020306195,30.86562318793321,54.30167071761241,0.5389282598043847,408.0029723010141,18,0,3,21,6.0244442903559685,0.1487557299502269
Accra,2024-05-24,10.238517762273805,26.84821096099047,63.29508735573009,0.9777240957190336,983.245000817152,21,0,0,21,5.143831162863284,5.094686599410521
Tamale,2024-05-25,6.260337364360131,24.46348927997885,44.82826303328321,0.6234805834959463,666.7152357332826,22,0,4,21,6.642202396854557,-0.38186503249442616
Cape Coast,2024-05-26,8.090579362983629,27.238584629051388,67.50579167521765,0.9298226726763033,474.544851765542,12,0,1,21,7.690658627480937,0.39992073550269147
Accra,2024-05-27,2.073413745732168,17.145619239657503,55.83805595114746,0.584405002892282,249.884662147543,16,0,0,22,6.66571205883743,-4.592298313105262
Cape Coast,2024-05-28,8.432272846739616,19.36616265545097,48.69930660959642,0.9269714410709264,987.5591175553252,25,0,1,22,6.214150829953883,2.218122016785734
Cape Coast,2024-05-29,0.4175322487908133,19.03037496800472,55.49987142004186,0.506614406452647,838.7641083368159,24,0,1,22,4.7534495510615535,-4.33591730227074
Tamale,2024-05-30,11.26025159392608,25.714715473818533,72.57149216862572,0.7558902282847404,353.32957220582745,19,0,4,22,5.545867608797166,5.714383985128914
Kumasi,2024-05-31,3.965858414394648,33.66257499742546,54.64664912983777,0.8847212897107783,163.0618261490705,15,0,2,22,6.018978775962786,-2.0531203615681384
Takoradi,2024-06-01,8.499488048327594,36.15650073096316,63.5845361820962,0.9673977587463916,150.96300163980223,15,0,3,22,6.0357825763597805,2.4637054719678133
Takoradi,2024-06-02,3.010304859675232,28.190255507203787,52.69043724284526,0.9546010681032436,208.34033455498044,24,0,3,22,6.683975729080885,-3.673670869405653
Tamale,2024-06-03,5.158195008600444,27.50422237472229,67.57921849923619,0.9098124347738225,622.6917252529795,25,0,4,23,5.158461582749476,-0.0002665741490321949
Cape Coast,2024-06-04,3.736989069793848,15.994711329236305,66.85507738790204,0.944095674830652,935.8870790849433,29,0,1,23,5.1012442465992756,-1.3642551768054276
Accra,2024-06-05,6.576189174934603,22.28663100132989,78.48608833296412,0.5996098429185382,547.069085205386,22,0,0,23,4.620419528251029,1.9557696466835743
Cape Coast,2024-06-06,0.4257744994447808,21.061081240458805,58.24436054500784,0.6420921478558643,858.6509342105775,22,0,1,23,3.9742869381934156,-3.548512438748635
Tamale,2024-06-07,0.3112501565950754,21.89576200874442,66.68654804757907,0.6444842624605293,501.29795787382704,15,0,4,23,2.7625507251920736,-2.451300568596998
Takoradi,2024-06-08,1.4191357876995818,24.15928090707605,60.98067539538945,0.6885269655008495,737.7251911910427,20,0,3,23,2.1830874046685067,-0.7639516169689249
